,iterations,maxSpeed,maximumSpeedSustained,sprintCount,distanceCovered
0,0,11.47146527300781,500,12,4552.71877001429
0,2,11.433298708086955,400,12,4551.602335070449
0,5,11.276764404554884,500,12,4550.499071158009
0,10,11.046696118411102,500,12,4549.037458745721
0,25,10.742333424876701,600,11,4545.244880095936
0,30,10.72439820380314,600,11,4544.036047552476
0,40,10.692962788887462,500,11,4541.63071778549
0,50,10.632002750477573,500,11,4539.555059417498
