,iterations,maxSpeed,maximumSpeedSustained,sprintCount,distanceCovered
0,0,9.101897009043576,800,16,6471.924846312331
0,2,9.073897200283875,800,17,6470.937820545418
0,5,9.035274984675727,900,17,6469.78774844349
0,10,8.982043700750202,900,17,6468.247478510853
0,25,8.857682238442287,1100,14,6463.931492446838
0,30,8.82497583194399,1100,14,6462.537230341356
0,40,8.761598863464002,1200,12,6459.824212002647
0,50,8.70641259970473,1200,10,6457.204391380593
