,iterations,maxSpeed,maximumSpeedSustained,sprintCount,distanceCovered
0,0,9.24703678245345,840,16,6498.637744463919
1,2,9.244164808008403,840,16,6498.6999508250055
2,5,9.237978691341855,840,16,6498.631082533268
3,10,9.230852017446994,840,16,6498.5289755178355
4,25,9.210092663447014,840,16,6498.200465731069
5,30,9.203001809715314,840,16,6498.083559710468
6,40,9.18868244160661,840,15,6497.841442287586
7,50,9.174242861042616,840,16,6497.590534425891
